,Start Date,End Date,Project Name,Recipient,Value,Project ID,Community ID,Local Government,Land Council
6,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,496,East Arnhem,Northern Land Council
7,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,807,East Arnhem,Northern Land Council
8,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,489,East Arnhem,Northern Land Council
0,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,492,East Arnhem,Northern Land Council
1,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,495,East Arnhem,Northern Land Council
2,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,498,East Arnhem,Northern Land Council
0,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,499,East Arnhem,Northern Land Council
1,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,500,East Arnhem,Northern Land Council
2,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,963,East Arnhem,Northern Land Council
3,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,504,East Arnhem,Northern Land Council
0,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,505,East Arnhem,Northern Land Council
1,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,507,East Arnhem,Northern Land Council
2,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,508,East Arnhem,Northern Land Council
3,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,509,East Arnhem,Northern Land Council
4,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,490,East Arnhem,Northern Land Council
5,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,510,East Arnhem,Northern Land Council
6,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,669,East Arnhem,Northern Land Council
7,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,512,East Arnhem,Northern Land Council
8,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,497,East Arnhem,Northern Land Council
0,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,514,East Arnhem,Northern Land Council
1,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,516,East Arnhem,Northern Land Council
2,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,517,East Arnhem,Northern Land Council
3,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,804,East Arnhem,Northern Land Council
4,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,519,East Arnhem,Northern Land Council
5,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,522,East Arnhem,Anindilyakwa Land Council
6,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,851,East Arnhem,Northern Land Council
7,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,524,East Arnhem,Northern Land Council
8,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,528,East Arnhem,Northern Land Council
9,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,529,East Arnhem,Northern Land Council
10,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,530,East Arnhem,Anindilyakwa Land Council
11,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,531,East Arnhem,Northern Land Council
12,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,532,East Arnhem,Anindilyakwa Land Council
13,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,535,East Arnhem,Northern Land Council
14,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,501,East Arnhem,Northern Land Council
15,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,808,East Arnhem,Northern Land Council
16,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,538,East Arnhem,Northern Land Council
17,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,541,East Arnhem,Northern Land Council
18,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,543,East Arnhem,Northern Land Council
19,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,545,East Arnhem,Anindilyakwa Land Council
20,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,542,East Arnhem,Northern Land Council
21,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,544,East Arnhem,Northern Land Council
22,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,546,East Arnhem,Northern Land Council
23,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,547,East Arnhem,Northern Land Council
24,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,550,East Arnhem,Northern Land Council
25,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,552,East Arnhem,Northern Land Council
26,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,469,East Arnhem,Northern Land Council
27,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,480,East Arnhem,Northern Land Council
28,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,958,East Arnhem,Anindilyakwa Land Council
29,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,555,East Arnhem,Anindilyakwa Land Council
30,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,557,East Arnhem,Northern Land Council
0,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,889,East Arnhem,Northern Land Council
1,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,838,East Arnhem,Northern Land Council
2,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,564,East Arnhem,Northern Land Council
3,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,565,East Arnhem,Anindilyakwa Land Council
0,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,548,East Arnhem,Northern Land Council
1,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,864,East Arnhem,Northern Land Council
0,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,573,East Arnhem,Anindilyakwa Land Council
1,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,569,East Arnhem,Northern Land Council
0,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,571,East Arnhem,Northern Land Council
1,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,572,East Arnhem,Anindilyakwa Land Council
2,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,999,East Arnhem,Northern Land Council
3,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,575,East Arnhem,Northern Land Council
4,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,576,East Arnhem,Northern Land Council
5,1/11/2020,30/11/2020,EAST ARNHEM REGIONAL COUNCIL NAIDOC CELEBRATIONS NOVEMBER 2020,EAST ARNHEM REGIONAL COUNCIL,"24,750.00",GA137666,672,East Arnhem,Northern Land Council
0,1/11/2020,30/11/2020,NAUIYU NAIDOC CONCERT,MIRIAM ROSE FOUNDATION ABORIGINAL CORPORATION,"1,100.00",GA137667,397,Victoria Daly,Northern Land Council
1,1/11/2020,30/11/2020,NAIDOC WEEK 2020  BUNGGUL COMPETITION,BAWINANGA ABORIGINAL CORP,"1,100.00",GA137668,362,West Arnhem,Northern Land Council
0,12/10/2020,14/06/2022,PALM VALLEY CULTURE CAMP,YALKA RATARA ABORIGINAL CORPORATION,"1,097,800.00",GA137672-V1,773,Macdonnell,Central Land Council
1,30/10/2020,29/10/2021,ABA HOMELANDS TAKAPIMILIYI PROJECT,TIWI ISLANDS REGIONAL COUNCIL,"324,620.00",GA137673,1013,Tiwi Islands,Tiwi Land Council
2,25/09/2020,30/06/2021,SUSTAINABILITY MEASURE FOR TITJIKALA STORE THROUGH SOLAR PV SYSTEM INSTALLATION,TITJIKALA COMMUNITY STORE ABORIGINAL CORPORATION,"42,253.20",GA137674-V1,148,Macdonnell,Central Land Council
3,1/07/2018,30/06/2022,COMMONWEALTH HOME SUPPORT PROGRAMME,JULALIKARI COUNCIL ABORIGINAL CORP,"451,347.14",GA13865-V2,18869,Barkly,Central Land Council
4,26/11/2020,25/11/2022,AUSTRALIAN MARINE PARKS,DHIMURRU ABORIGINAL CORPORATION,"494,315.80",GA138961,576,East Arnhem,Northern Land Council
5,18/11/2020,30/06/2022,KUNBARLANG LERRK 'KUNBARLANG LANGUAGE' - SUPPORTING INTERGENERATIONAL LANGUAGE LEARNING THROUGH DIGITAL MEDIA PRODUCTION,BATCHELOR INSTITUTE OF INDIGENOUS TERTIARY EDUCATION,"132,000.00",GA139267,10677,Coomalie,Northern Land Council
0,23/10/2020,31/12/2020,FENCING LOT 56 IN AREYONGA COMMUNITY,CENTRAL AUSTRALIAN ABORIGINAL CONGRESS ABORIGINAL CORPORATION,"22,588.50",GA139339,20,Macdonnell,Central Land Council
1,15/09/2020,30/06/2021,SUSTAINABILITY MEASURE FOR SANTA TERESA COMMUNITY STORE THROUGH SOLAR PV SYSTEM INSTALLATION,ATYENHENGE-ATHERRE ABORIGINAL CORPORATION,"86,846.10",GA139341-V1,145,Macdonnell,Central Land Council
2,1/07/2018,30/06/2022,COMMONWEALTH HOME SUPPORT PROGRAMME,VICTORIA DALY REGIONAL COUNCIL,"64,954.69",GA14027-V3,14071,Katherine,Northern Land Council
3,8/09/2020,31/12/2021,PROVIDE FINANCIAL SUPPORT TO LOCAL COUNCILS TO DELIVER PRIORITY LOCAL ROAD AND COMMUNITY INFRASTRUCTURE PROJECTS.,WEST DALY REGIONAL COUNCIL,"402,007.00",GA140622,404,West Daly,Northern Land Council
4,8/09/2020,31/12/2021,PROVIDE FINANCIAL SUPPORT TO LOCAL COUNCILS TO DELIVER PRIORITY LOCAL ROAD AND COMMUNITY INFRASTRUCTURE PROJECTS.,WEST DALY REGIONAL COUNCIL,"402,007.00",GA140622,410,West Daly,Northern Land Council
5,11/08/2020,31/12/2021,PROVIDE FINANCIAL SUPPORT TO LOCAL COUNCILS TO DELIVER PRIORITY LOCAL ROAD AND COMMUNITY INFRASTRUCTURE PROJECTS.,WEST ARNHEM REGIONAL COUNCIL,"540,268.00",GA140623,13836,West Arnhem,Northern Land Council
6,2/09/2020,31/12/2021,PROVIDE FINANCIAL SUPPORT TO LOCAL COUNCILS TO DELIVER PRIORITY LOCAL ROAD AND COMMUNITY INFRASTRUCTURE PROJECTS.,TIWI ISLANDS REGIONAL COUNCIL,"443,404.00",GA140626,1012,Tiwi Islands,Tiwi Land Council
7,2/09/2020,31/12/2021,PROVIDE FINANCIAL SUPPORT TO LOCAL COUNCILS TO DELIVER PRIORITY LOCAL ROAD AND COMMUNITY INFRASTRUCTURE PROJECTS.,TIWI ISLANDS REGIONAL COUNCIL,"443,404.00",GA140626,374,Tiwi Islands,Tiwi Land Council
8,2/09/2020,31/12/2021,PROVIDE FINANCIAL SUPPORT TO LOCAL COUNCILS TO DELIVER PRIORITY LOCAL ROAD AND COMMUNITY INFRASTRUCTURE PROJECTS.,TIWI ISLANDS REGIONAL COUNCIL,"443,404.00",GA140626,407,Tiwi Islands,Tiwi Land Council
9,2/09/2020,31/12/2021,PROVIDE FINANCIAL SUPPORT TO LOCAL COUNCILS TO DELIVER PRIORITY LOCAL ROAD AND COMMUNITY INFRASTRUCTURE PROJECTS.,TIWI ISLANDS REGIONAL COUNCIL,"443,404.00",GA140626,744,Tiwi Islands,Tiwi Land Council
0,2/09/2020,31/12/2021,PROVIDE FINANCIAL SUPPORT TO LOCAL COUNCILS TO DELIVER PRIORITY LOCAL ROAD AND COMMUNITY INFRASTRUCTURE PROJECTS.,TIWI ISLANDS REGIONAL COUNCIL,"443,404.00",GA140626,411,Tiwi Islands,Tiwi Land Council
1,2/09/2020,31/12/2021,PROVIDE FINANCIAL SUPPORT TO LOCAL COUNCILS TO DELIVER PRIORITY LOCAL ROAD AND COMMUNITY INFRASTRUCTURE PROJECTS.,TIWI ISLANDS REGIONAL COUNCIL,"443,404.00",GA140626,1020,Tiwi Islands,Tiwi Land Council
2,2/09/2020,31/12/2021,PROVIDE FINANCIAL SUPPORT TO LOCAL COUNCILS TO DELIVER PRIORITY LOCAL ROAD AND COMMUNITY INFRASTRUCTURE PROJECTS.,TIWI ISLANDS REGIONAL COUNCIL,"443,404.00",GA140626,1013,Tiwi Islands,Tiwi Land Council
3,2/09/2020,31/12/2021,PROVIDE FINANCIAL SUPPORT TO LOCAL COUNCILS TO DELIVER PRIORITY LOCAL ROAD AND COMMUNITY INFRASTRUCTURE PROJECTS.,TIWI ISLANDS REGIONAL COUNCIL,"443,404.00",GA140626,424,Tiwi Islands,Tiwi Land Council
4,2/09/2020,31/12/2021,PROVIDE FINANCIAL SUPPORT TO LOCAL COUNCILS TO DELIVER PRIORITY LOCAL ROAD AND COMMUNITY INFRASTRUCTURE PROJECTS.,TIWI ISLANDS REGIONAL COUNCIL,"443,404.00",GA140626,868,Tiwi Islands,Tiwi Land Council
5,2/09/2020,31/12/2021,PROVIDE FINANCIAL SUPPORT TO LOCAL COUNCILS TO DELIVER PRIORITY LOCAL ROAD AND COMMUNITY INFRASTRUCTURE PROJECTS.,TIWI ISLANDS REGIONAL COUNCIL,"443,404.00",GA140626,400,Tiwi Islands,Tiwi Land Council
6,4/09/2020,31/12/2021,PROVIDE FINANCIAL SUPPORT TO LOCAL COUNCILS TO DELIVER PRIORITY LOCAL ROAD AND COMMUNITY INFRASTRUCTURE PROJECTS.,LITCHFIELD COUNCIL,"1,183,429.00",GA140630,279,Litchfield,Northern Land Council
7,4/09/2020,31/12/2021,PROVIDE FINANCIAL SUPPORT TO LOCAL COUNCILS TO DELIVER PRIORITY LOCAL ROAD AND COMMUNITY INFRASTRUCTURE PROJECTS.,LITCHFIELD COUNCIL,"1,183,429.00",GA140630,1003,Litchfield,Northern Land Council
8,4/09/2020,31/12/2021,PROVIDE FINANCIAL SUPPORT TO LOCAL COUNCILS TO DELIVER PRIORITY LOCAL ROAD AND COMMUNITY INFRASTRUCTURE PROJECTS.,LITCHFIELD COUNCIL,"1,183,429.00",GA140630,334,Litchfield,Northern Land Council
0,4/09/2020,31/12/2021,PROVIDE FINANCIAL SUPPORT TO LOCAL COUNCILS TO DELIVER PRIORITY LOCAL ROAD AND COMMUNITY INFRASTRUCTURE PROJECTS.,LITCHFIELD COUNCIL,"1,183,429.00",GA140630,344,Litchfield,Northern Land Council
1,4/09/2020,31/12/2021,PROVIDE FINANCIAL SUPPORT TO LOCAL COUNCILS TO DELIVER PRIORITY LOCAL ROAD AND COMMUNITY INFRASTRUCTURE PROJECTS.,LITCHFIELD COUNCIL,"1,183,429.00",GA140630,423,Litchfield,Northern Land Council
0,4/09/2020,31/12/2021,PROVIDE FINANCIAL SUPPORT TO LOCAL COUNCILS TO DELIVER PRIORITY LOCAL ROAD AND COMMUNITY INFRASTRUCTURE PROJECTS.,LITCHFIELD COUNCIL,"1,183,429.00",GA140630,1002,Litchfield,Northern Land Council
1,2/09/2020,31/12/2021,PROVIDE FINANCIAL SUPPORT TO LOCAL COUNCILS TO DELIVER PRIORITY LOCAL ROAD AND COMMUNITY INFRASTRUCTURE PROJECTS.,COOMALIE COMMUNITY GOVERNMENT COUNCIL,"215,886.00",GA140633,10153,Coomalie,Northern Land Council
2,2/09/2020,31/12/2021,PROVIDE FINANCIAL SUPPORT TO LOCAL COUNCILS TO DELIVER PRIORITY LOCAL ROAD AND COMMUNITY INFRASTRUCTURE PROJECTS.,COOMALIE COMMUNITY GOVERNMENT COUNCIL,"215,886.00",GA140633,427,Coomalie,Northern Land Council
3,2/09/2020,31/12/2021,PROVIDE FINANCIAL SUPPORT TO LOCAL COUNCILS TO DELIVER PRIORITY LOCAL ROAD AND COMMUNITY INFRASTRUCTURE PROJECTS.,COOMALIE COMMUNITY GOVERNMENT COUNCIL,"215,886.00",GA140633,10677,Coomalie,Northern Land Council
0,2/09/2020,31/12/2021,PROVIDE FINANCIAL SUPPORT TO LOCAL COUNCILS TO DELIVER PRIORITY LOCAL ROAD AND COMMUNITY INFRASTRUCTURE PROJECTS.,COOMALIE COMMUNITY GOVERNMENT COUNCIL,"215,886.00",GA140633,867,Coomalie,Northern Land Council
1,17/09/2020,31/12/2021,PROVIDE FINANCIAL SUPPORT TO LOCAL COUNCILS TO DELIVER PRIORITY LOCAL ROAD AND COMMUNITY INFRASTRUCTURE PROJECTS.,CITY OF PALMERSTON,"411,889.00",GA140634,17470,Palmerston,Northern Land Council
2,4/09/2020,31/12/2021,PROVIDE FINANCIAL SUPPORT TO LOCAL COUNCILS TO DELIVER PRIORITY LOCAL ROAD AND COMMUNITY INFRASTRUCTURE PROJECTS.,BELYUEN COMMUNITY GOVERMENT COUNCIL,"14,994.00",GA140637,294,Belyuen,Northern Land Council
3,1/01/2018,31/12/2020,REMOTE WORKFORCE DEVELOPMENT PROGRAM,CENTRE FOR APPROPRIATE TECHNOLOGY LIMITED,"1,012,000.00",GA1415-V1,10219,Alice Springs,Central Land Council
4,1/07/2020,30/06/2023,REGIONAL SAFE COMMUNITIES PROJECT,MIWATJ HEALTH ABORIGINAL CORPORATION,"3,730,495.63",GA141810-V1,492,East Arnhem,Northern Land Council
5,1/07/2020,30/06/2023,REGIONAL SAFE COMMUNITIES PROJECT,MIWATJ HEALTH ABORIGINAL CORPORATION,"3,730,495.63",GA141810-V1,500,East Arnhem,Northern Land Council
6,1/07/2020,30/06/2023,REGIONAL SAFE COMMUNITIES PROJECT,MIWATJ HEALTH ABORIGINAL CORPORATION,"3,730,495.63",GA141810-V1,514,East Arnhem,Northern Land Council
7,1/07/2020,30/06/2023,REGIONAL SAFE COMMUNITIES PROJECT,MIWATJ HEALTH ABORIGINAL CORPORATION,"3,730,495.63",GA141810-V1,531,East Arnhem,Northern Land Council
8,1/07/2020,30/06/2023,REGIONAL SAFE COMMUNITIES PROJECT,MIWATJ HEALTH ABORIGINAL CORPORATION,"3,730,495.63",GA141810-V1,550,East Arnhem,Northern Land Council
9,1/07/2020,30/06/2023,REGIONAL SAFE COMMUNITIES PROJECT,MIWATJ HEALTH ABORIGINAL CORPORATION,"3,730,495.63",GA141810-V1,576,East Arnhem,Northern Land Council
10,1/01/2018,31/12/2021,WADEYE CHILDHOOD DEVELOPMENT PROJECT,THE TRUSTEE FOR SAVE THE CHILDREN AUSTRALIA TRUST,"1,100,000.00",GA1425-V2,426,West Daly,Northern Land Council
11,30/11/2020,31/08/2022,WEBSITE AND CONTENT TO SUPPORT MADAYIN TOURING EXHIBITION,BUKU LARRNGGAY MULKA INCORPORATED,"55,000.00",GA143160,576,East Arnhem,Northern Land Council
12,1/12/2020,30/06/2022,"¿OUR CLANS ARE STILL ALIVE.¿ PUTTING KIN, COUNTRY, SONG AND CEREMONY FIRST IN COMMUNITY-LED BURARRA LANGUAGE CULTURAL DOCUMENTATION AND RESOURCE PRODUCTION.",BAWINANGA ABORIGINAL CORP,"176,000.00",GA143163,362,West Arnhem,Northern Land Council
13,1/12/2020,30/06/2022,OLD MEETS NEW: LURITJA (CENTRAL AND SOUTHERN DIALECTS) RESOURCE PRODUCTION,BATCHELOR INSTITUTE OF INDIGENOUS TERTIARY EDUCATION,"119,000.00",GA143165,10677,Coomalie,Northern Land Council
0,1/07/2018,30/06/2022,COMMONWEALTH HOME SUPPORT PROGRAMME,MACDONNELL REGIONAL COUNCIL,"80,090.47",GA14317-V4,10219,Alice Springs,Central Land Council
1,1/07/2018,30/06/2022,COMMONWEALTH HOME SUPPORT PROGRAMME,MALA'LA HEALTH SERVICE ABORIGINAL CORPORATION,"5,829.08",GA14321-V4,362,West Arnhem,Northern Land Council
2,16/12/2019,30/08/2023,1000 JOBS PACKAGE,BAGALA ABORIGINAL CORPORATION,"70,512.40",GA143745-V1,580,Roper Gulf,Northern Land Council
0,17/12/2020,26/05/2023,1000 JOBS PACKAGE,YUGUL MANGI DEVELOPMENT ABORIGINAL CORPORATION,"84,873.76",GA143748-V4,633,Roper Gulf,Northern Land Council
