,COMMUNITY_ID,COMMUNITY_NAME,COMMUNITY_ALIASES,COMMUNITY_TYPE,MAIN_LANGUAGE,OTHER_LANGUAGES,LOCAL_GOVT COUNCIL,WARD,LAND_COUNCIL,ELECTORATE,POPULATION_COUNT,COMMUNITY_LOCATION,"Community based Essential Service Operators
•",Aboriginal Ranger Groups,Previous SETuP Community,Latitude,Longitude,EntityId,ABN,ORIC,Entity Name,Charity,OrganisationId,Operating As,Organisation Email,Organisation Website,Also Known As,OfficeId,Phone,Fax,Business Email,Business Website,FormattedStreetAddress
92,362,MANINGRIDA,No aliases recorded with NTG DIPL,Major,Burrarra,"Ndjebbana, Kunwinjku, Maung, Djambarrpuyngu, Kriol",WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,2712,Maningrida is located on the Central Arnhem coast at the mouth of the Liverpool River east of Darwin and is part of the Arnhem Land Aboriginal Trust.,,,Y,-12.051,134.224,1491.0,60 166 307 615,,DHUKURRDJI DEVELOPMENT CORPORATION LIMITED,N,1491.0,DHUKURRDJI DEVELOPMENT CORPORATION LIMITED,info@dhukurrdjilodge.com.au,https://www.dhukurrdjilodge.com.au,DHUKURRDJI LODGE,6489.0,(08) 8979 5612,,info@dhukurrdjilodge.com.au,https://www.dhukurrdjilodge.com.au,"Lot 739, Maningrida (Po Box) NT 0822"
93,362,MANINGRIDA,No aliases recorded with NTG DIPL,Major,Burrarra,"Ndjebbana, Kunwinjku, Maung, Djambarrpuyngu, Kriol",WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,2712,Maningrida is located on the Central Arnhem coast at the mouth of the Liverpool River east of Darwin and is part of the Arnhem Land Aboriginal Trust.,,,Y,-12.051,134.224,1286.0,50 105 269 636,,INDIGENOUS ESSENTIAL SERVICES PTY LTD,N,1286.0,INDIGENOUS ESSENTIAL SERVICES PTY LTD,,https://www.powerwater.com.au/,POWER AND WATER CORPORATION,1479.0,1800245092,,nigel.deacon@powerwater.com.au,https://www.powerwater.com.au,"LOT 565, Maningrida (Po Box) NT 0822"
94,362,MANINGRIDA,No aliases recorded with NTG DIPL,Major,Burrarra,"Ndjebbana, Kunwinjku, Maung, Djambarrpuyngu, Kriol",WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,2712,Maningrida is located on the Central Arnhem coast at the mouth of the Liverpool River east of Darwin and is part of the Arnhem Land Aboriginal Trust.,,,Y,-12.051,134.224,3825.0,32 164 014 368,,INTRACT AUSTRALIA PTY LIMITED,N,11131.0,INTRACT AUSTRALIA PTY LIMITED,info@intract.com.au,https://www.intract.com.au/,,7946.0,1800245092,,noemail@supplied.com.au,https://www.powerwater.com.au/contact_us,"LOT 477, Maningrida (Po Box) NT 0822"
95,362,MANINGRIDA,No aliases recorded with NTG DIPL,Major,Burrarra,"Ndjebbana, Kunwinjku, Maung, Djambarrpuyngu, Kriol",WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,2712,Maningrida is located on the Central Arnhem coast at the mouth of the Liverpool River east of Darwin and is part of the Arnhem Land Aboriginal Trust.,,,Y,-12.051,134.224,2100.0,89 357 836 457,3228,MALA'LA HEALTH SERVICE ABORIGINAL CORPORATION ,Y,2124.0,MALA'LA HEALTH SERVICE ABORIGINAL CORPORATION ,admin@malabam.com.au,https://www.malabam.com.au,MALA'LA HEALTH SERVICE,6501.0,(08) 8979 5930,,ray.matthews@malabam.com.au,https://www.malabam.com.au,"Lot 480, Maningrida (Po Box) NT 0822"
96,362,MANINGRIDA,No aliases recorded with NTG DIPL,Major,Burrarra,"Ndjebbana, Kunwinjku, Maung, Djambarrpuyngu, Kriol",WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,2712,Maningrida is located on the Central Arnhem coast at the mouth of the Liverpool River east of Darwin and is part of the Arnhem Land Aboriginal Trust.,,,Y,-12.051,134.224,1681.0,69 037 382 574,,MANINGRIDA PROGRESS ASSOCIATION INCORPORATED,Y,4550.0,HASTY TASTY,mpahasty@bigpond.com,,MPA HASTY TASTY,7009.0,(08) 8979 5920,,mpahasty@bigpond.com,,"Lot 328, Maningrida (Po Box) NT 0822"
97,362,MANINGRIDA,No aliases recorded with NTG DIPL,Major,Burrarra,"Ndjebbana, Kunwinjku, Maung, Djambarrpuyngu, Kriol",WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,2712,Maningrida is located on the Central Arnhem coast at the mouth of the Liverpool River east of Darwin and is part of the Arnhem Land Aboriginal Trust.,,,Y,-12.051,134.224,1681.0,69 037 382 574,,MANINGRIDA PROGRESS ASSOCIATION INCORPORATED,Y,4551.0,MANINGRIDA HOSTEL,mpainc@bigpond.com,,,6987.0,(08) 8979 6000,,mpainc@bigpond.com,,"Lot 328, Maningrida (Po Box) NT 0822"
98,362,MANINGRIDA,No aliases recorded with NTG DIPL,Major,Burrarra,"Ndjebbana, Kunwinjku, Maung, Djambarrpuyngu, Kriol",WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,2712,Maningrida is located on the Central Arnhem coast at the mouth of the Liverpool River east of Darwin and is part of the Arnhem Land Aboriginal Trust.,,,Y,-12.051,134.224,1681.0,69 037 382 574,,MANINGRIDA PROGRESS ASSOCIATION INCORPORATED,Y,1681.0,MANINGRIDA PROGRESS ASSOCIATION INCORPORATED,,,MPA FUEL,7008.0,(08) 8979 6000,,mpainc@bigpond.com,,"Lot 562, Maningrida (Po Box) NT 0822"
99,362,MANINGRIDA,No aliases recorded with NTG DIPL,Major,Burrarra,"Ndjebbana, Kunwinjku, Maung, Djambarrpuyngu, Kriol",WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,2712,Maningrida is located on the Central Arnhem coast at the mouth of the Liverpool River east of Darwin and is part of the Arnhem Land Aboriginal Trust.,,,Y,-12.051,134.224,1681.0,69 037 382 574,,MANINGRIDA PROGRESS ASSOCIATION INCORPORATED,Y,1681.0,MANINGRIDA PROGRESS ASSOCIATION INCORPORATED,,,MPA BUILDERS,7007.0,(08) 8979 6000,,michaelstedman2@bigpond.com,,"Lot 564, Maningrida (Po Box) NT 0822"
100,362,MANINGRIDA,No aliases recorded with NTG DIPL,Major,Burrarra,"Ndjebbana, Kunwinjku, Maung, Djambarrpuyngu, Kriol",WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,2712,Maningrida is located on the Central Arnhem coast at the mouth of the Liverpool River east of Darwin and is part of the Arnhem Land Aboriginal Trust.,,,Y,-12.051,134.224,1681.0,69 037 382 574,,MANINGRIDA PROGRESS ASSOCIATION INCORPORATED,Y,4552.0,MPA MANINGRIDA STORE,mpastore.rob@bigpond.com,,,7010.0,(08) 8979 6016,,mpastore.rob@bigpond.com,,"Lot 328, Maningrida (Po Box) NT 0822"
101,362,MANINGRIDA,No aliases recorded with NTG DIPL,Major,Burrarra,"Ndjebbana, Kunwinjku, Maung, Djambarrpuyngu, Kriol",WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,2712,Maningrida is located on the Central Arnhem coast at the mouth of the Liverpool River east of Darwin and is part of the Arnhem Land Aboriginal Trust.,,,Y,-12.051,134.224,3497.0,30 429 895 164,,NATIONAL INDIGENOUS AUSTRALIANS AGENCY,N,7400.0,NATIONAL INDIGENOUS AUSTRALIANS AGENCY,,https://www.niaa.gov.au,,7465.0,(08) 8979 5480,,matt.hutchinson@network.pmc.gov.au,https://www.niaa.gov.au,"Lot 700, Maningrida (Po Box) NT 0822"
102,362,MANINGRIDA,No aliases recorded with NTG DIPL,Major,Burrarra,"Ndjebbana, Kunwinjku, Maung, Djambarrpuyngu, Kriol",WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,2712,Maningrida is located on the Central Arnhem coast at the mouth of the Liverpool River east of Darwin and is part of the Arnhem Land Aboriginal Trust.,,,Y,-12.051,134.224,2002.0,84 085 734 992,,NORTHERN TERRITORY OF AUSTRALIA,N,2024.0,"NORTHERN TERRITORY POLICE, FIRE AND EMERGENCY SERVICES",police.information@nt.gov.au,https://www.pfes.nt.gov.au/police,MANINGRIDA POLICE STATION,7012.0,(08) 8979 5939,,police.information@nt.gov.au,https://www.pfes.nt.gov.au/police,"Lot 458, Maningrida (Po Box) NT 0822"
103,362,MANINGRIDA,No aliases recorded with NTG DIPL,Major,Burrarra,"Ndjebbana, Kunwinjku, Maung, Djambarrpuyngu, Kriol",WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,2712,Maningrida is located on the Central Arnhem coast at the mouth of the Liverpool River east of Darwin and is part of the Arnhem Land Aboriginal Trust.,,,Y,-12.051,134.224,2002.0,84 085 734 992,,NORTHERN TERRITORY OF AUSTRALIA,N,2005.0,NT DEPARTMENT OF EDUCATION,infocentre.det@nt.gov.au,https://directory.ntschools.net,MANINGRIDA COLLEGE,6493.0,(08) 8979 5950,(08) 8979 5907,maningrida.cec@ntschools.net,https://directory.ntschools.net/#/schools/details/manincec,"Lot 473, Maningrida (Po Box) NT 0822"
104,362,MANINGRIDA,No aliases recorded with NTG DIPL,Major,Burrarra,"Ndjebbana, Kunwinjku, Maung, Djambarrpuyngu, Kriol",WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,2712,Maningrida is located on the Central Arnhem coast at the mouth of the Liverpool River east of Darwin and is part of the Arnhem Land Aboriginal Trust.,,,Y,-12.051,134.224,3220.0,16 010 889 040,,SEA SWIFT PTY. LTD.,N,7084.0,SEA SWIFT PTY. LTD.,,https://www.seaswift.com.au,SEA SWIFT,7011.0,1800424422,,sales@seaswift.com.au,https://www.seaswift.com.au/,LOT 00739  
105,362,MANINGRIDA,No aliases recorded with NTG DIPL,Major,Burrarra,"Ndjebbana, Kunwinjku, Maung, Djambarrpuyngu, Kriol",WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,2712,Maningrida is located on the Central Arnhem coast at the mouth of the Liverpool River east of Darwin and is part of the Arnhem Land Aboriginal Trust.,,,Y,-12.051,134.224,3177.0,29 468 422 437,,SERVICES AUSTRALIA TRADING AS CENTRELINK,N,7020.0,SERVICES AUSTRALIA TRADING AS CENTRELINK,,https://www.humanservices.gov.au/individuals/centrelink,MANINGRIDA CENTRELINK,6988.0,1800 136 380,,,https://www.humanservices.gov.au/individuals/centrelink,"Lot 915, Maningrida (Po Box) NT 0822"
106,362,MANINGRIDA,No aliases recorded with NTG DIPL,Major,Burrarra,"Ndjebbana, Kunwinjku, Maung, Djambarrpuyngu, Kriol",WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,2712,Maningrida is located on the Central Arnhem coast at the mouth of the Liverpool River east of Darwin and is part of the Arnhem Land Aboriginal Trust.,,,Y,-12.051,134.224,1284.0,50 087 650 922,,TRADITIONAL CREDIT UNION LIMITED,N,1284.0,TRADITIONAL CREDIT UNION LIMITED,info@tcu.com.au,https://tcu.com.au,TRADITIONAL CREDIT UNION,6494.0,(08) 8979 5888,(08) 8979 5877,info@tcu.com.au,https://tcu.com.au,"Lto 477, Maningrida (Po Box) NT 0822"
107,362,MANINGRIDA,No aliases recorded with NTG DIPL,Major,Burrarra,"Ndjebbana, Kunwinjku, Maung, Djambarrpuyngu, Kriol",WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,2712,Maningrida is located on the Central Arnhem coast at the mouth of the Liverpool River east of Darwin and is part of the Arnhem Land Aboriginal Trust.,,,Y,-12.051,134.224,1180.0,45 065 336 873,,WEST ARNHEM REGIONAL COUNCIL,N,1180.0,WEST ARNHEM REGIONAL COUNCIL,info@westarnhem.nt.gov.au,https://www.westarnhem.nt.gov.au,,6486.0,(08)89796600,,info@westarnhem.nt.gov.au,https://www.westarnhem.nt.gov.au,"LOT 00477, Maningrida (Po Box) NT 0822"
108,362,MANINGRIDA,No aliases recorded with NTG DIPL,Major,Burrarra,"Ndjebbana, Kunwinjku, Maung, Djambarrpuyngu, Kriol",WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,2712,Maningrida is located on the Central Arnhem coast at the mouth of the Liverpool River east of Darwin and is part of the Arnhem Land Aboriginal Trust.,,,Y,-12.051,134.224,1180.0,45 065 336 873,,WEST ARNHEM REGIONAL COUNCIL,N,1180.0,WEST ARNHEM REGIONAL COUNCIL,info@westarnhem.nt.gov.au,https://www.westarnhem.nt.gov.au,WARC - SMARTY PACK,7050.0,(08) 8979 6600,,info@westarnhem.nt.gov.au,https://www.westarnhem.nt.gov.au,", Maningrida (Po Box) NT 0822"
109,362,MANINGRIDA,No aliases recorded with NTG DIPL,Major,Burrarra,"Ndjebbana, Kunwinjku, Maung, Djambarrpuyngu, Kriol",WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,2712,Maningrida is located on the Central Arnhem coast at the mouth of the Liverpool River east of Darwin and is part of the Arnhem Land Aboriginal Trust.,,,Y,-12.051,134.224,1180.0,45 065 336 873,,WEST ARNHEM REGIONAL COUNCIL,N,1180.0,WEST ARNHEM REGIONAL COUNCIL,info@westarnhem.nt.gov.au,https://www.westarnhem.nt.gov.au,WARC - BUFFALO LODGE,7051.0,(08) 8979 6600,,info@westarnhem.nt.gov.au,https://www.westarnhem.nt.gov.au,"1, Maningrida (Po Box) NT 0822"
110,362,MANINGRIDA,No aliases recorded with NTG DIPL,Major,Burrarra,"Ndjebbana, Kunwinjku, Maung, Djambarrpuyngu, Kriol",WEST ARNHEM,MANINGRIDA,NORTHERN LAND COUNCIL,ARAFURA,2712,Maningrida is located on the Central Arnhem coast at the mouth of the Liverpool River east of Darwin and is part of the Arnhem Land Aboriginal Trust.,,,Y,-12.051,134.224,1180.0,45 065 336 873,,WEST ARNHEM REGIONAL COUNCIL,N,1180.0,WEST ARNHEM REGIONAL COUNCIL,info@westarnhem.nt.gov.au,https://www.westarnhem.nt.gov.au,MANINGRIDA LOCAL POST OFFICE,6989.0,(08) 8979 6600,,info@westarnhem.nt.gov.au,https://www.westarnhem.nt.gov.au,"Lot 477a, Maningrida (Po Box) NT 0822"
111,375,MINJILANG,CROKER ISLAND,Major,Iwaidja,Not recorded,WEST ARNHEM,BARRAH,NORTHERN LAND COUNCIL,ARAFURA,290,Minjilang is located on Crooker Island north east of Darwin in the Arafura Sea as part of the Arnhem Land Aboriginal Land Trust.,,,Y,-11.151,132.579,1286.0,50 105 269 636,,INDIGENOUS ESSENTIAL SERVICES PTY LTD,N,1286.0,INDIGENOUS ESSENTIAL SERVICES PTY LTD,,https://www.powerwater.com.au/,POWER AND WATER CORPORATION,7951.0,1800245092,,noemail@supplied.com.au,https://www.powerwater.com.au/,"LOT 203, Minjilang (Po Box) NT 0822"
112,375,MINJILANG,CROKER ISLAND,Major,Iwaidja,Not recorded,WEST ARNHEM,BARRAH,NORTHERN LAND COUNCIL,ARAFURA,290,Minjilang is located on Crooker Island north east of Darwin in the Arafura Sea as part of the Arnhem Land Aboriginal Land Trust.,,,Y,-11.151,132.579,2879.0,00 000 000 000,7896,MURRWANYAN ABORIGINAL CORPORATION,N,6722.0,MURRWANYAN ABORIGINAL CORPORATION,,,,6544.0,0428 978 907,,,,"Lot 136, Minjilang (Po Box) NT 0822"
113,375,MINJILANG,CROKER ISLAND,Major,Iwaidja,Not recorded,WEST ARNHEM,BARRAH,NORTHERN LAND COUNCIL,ARAFURA,290,Minjilang is located on Crooker Island north east of Darwin in the Arafura Sea as part of the Arnhem Land Aboriginal Land Trust.,,,Y,-11.151,132.579,3497.0,30 429 895 164,,NATIONAL INDIGENOUS AUSTRALIANS AGENCY,N,7400.0,NATIONAL INDIGENOUS AUSTRALIANS AGENCY,,https://www.niaa.gov.au,NIAA (SERVICED FROM GUNBALANYA),8561.0,(08) 8968 8484,,anne.enchong@official.niaa.gov.au,https://www.niaa.gov.au,"LOT 622B, Gunbalanya NT ----"
114,375,MINJILANG,CROKER ISLAND,Major,Iwaidja,Not recorded,WEST ARNHEM,BARRAH,NORTHERN LAND COUNCIL,ARAFURA,290,Minjilang is located on Crooker Island north east of Darwin in the Arafura Sea as part of the Arnhem Land Aboriginal Land Trust.,,,Y,-11.151,132.579,2002.0,84 085 734 992,,NORTHERN TERRITORY OF AUSTRALIA,N,2005.0,NT DEPARTMENT OF EDUCATION,infocentre.det@nt.gov.au,https://directory.ntschools.net,MAMARUNI SCHOOL,6537.0,(08) 8979 0255,(08) 8979 0256,adam.dicks@ntschools.net,https://directory.ntschools.net/#/schools/details/mamarsch,"Lot 156, Minjilang (Po Box) NT 0822"
115,375,MINJILANG,CROKER ISLAND,Major,Iwaidja,Not recorded,WEST ARNHEM,BARRAH,NORTHERN LAND COUNCIL,ARAFURA,290,Minjilang is located on Crooker Island north east of Darwin in the Arafura Sea as part of the Arnhem Land Aboriginal Land Trust.,,,Y,-11.151,132.579,2840.0,45 827 246 402,,RED LILY HEALTH BOARD (ABORIGINAL CORPORATION),N,6690.0,RED LILY HEALTH BOARD (ABORIGINAL CORPORATION),info@redlily.org.au,https://redlily.org.au,,9331.0,(08) 8979 0229,,minjilang.manager@redlily.org.au,https://redlily.org.au,LOT 224 MINJILANG  
116,375,MINJILANG,CROKER ISLAND,Major,Iwaidja,Not recorded,WEST ARNHEM,BARRAH,NORTHERN LAND COUNCIL,ARAFURA,290,Minjilang is located on Crooker Island north east of Darwin in the Arafura Sea as part of the Arnhem Land Aboriginal Land Trust.,,,Y,-11.151,132.579,1339.0,52 755 439 387,7137,THE ARNHEM LAND PROGRESS ABORIGINAL CORPORATION ,Y,1339.0,THE ARNHEM LAND PROGRESS ABORIGINAL CORPORATION ,,https://alpa.asn.au,MINJILANG STORE,6506.0,(08) 8979 0266,,crokerisland@alpa.asn.au,https://alpa.asn.au,"Lot 225, Minjilang (Po Box) NT 0822"
117,375,MINJILANG,CROKER ISLAND,Major,Iwaidja,Not recorded,WEST ARNHEM,BARRAH,NORTHERN LAND COUNCIL,ARAFURA,290,Minjilang is located on Crooker Island north east of Darwin in the Arafura Sea as part of the Arnhem Land Aboriginal Land Trust.,,,Y,-11.151,132.579,1339.0,52 755 439 387,7137,THE ARNHEM LAND PROGRESS ABORIGINAL CORPORATION ,Y,1339.0,THE ARNHEM LAND PROGRESS ABORIGINAL CORPORATION ,,https://alpa.asn.au,MINJILANG CDP,8393.0,0473 892 384,,CDPOperations1@alpa.asn.au,https://alpa.asn.au,"Lot 115, Minjilang (Po Box) NT 0822"
118,375,MINJILANG,CROKER ISLAND,Major,Iwaidja,Not recorded,WEST ARNHEM,BARRAH,NORTHERN LAND COUNCIL,ARAFURA,290,Minjilang is located on Crooker Island north east of Darwin in the Arafura Sea as part of the Arnhem Land Aboriginal Land Trust.,,,Y,-11.151,132.579,2719.0,53 374 103 051,,THE TRUSTEE FOR BUKMAK CONSTRUCTIONS TRUST,N,6546.0,BUKMAK CONSTRUCTIONS,,,MINJILANG BUKMAK,8392.0,(08) 8944 6423,,catherine.main@alpa.asn.au,,"no lot, Minjilang (Po Box) NT 0822"
119,375,MINJILANG,CROKER ISLAND,Major,Iwaidja,Not recorded,WEST ARNHEM,BARRAH,NORTHERN LAND COUNCIL,ARAFURA,290,Minjilang is located on Crooker Island north east of Darwin in the Arafura Sea as part of the Arnhem Land Aboriginal Land Trust.,,,Y,-11.151,132.579,2436.0,67 234 261 446,,TOP END HEALTH SERVICE,N,6200.0,TOP END HEALTH SERVICE,tehscoocorrespondence.doh@nt.gov.au,https://health.nt.gov.au/health-governance/top-end-health-service,MINJILANG HEALTH CENTRE,6539.0,(08) 8979 0229,,minjilang.clinicmgr@nt.gov.au,https://health.nt.gov.au/health-governance/top-end-health-service,"Lot 224, Minjilang (Po Box) NT 0822"
120,375,MINJILANG,CROKER ISLAND,Major,Iwaidja,Not recorded,WEST ARNHEM,BARRAH,NORTHERN LAND COUNCIL,ARAFURA,290,Minjilang is located on Crooker Island north east of Darwin in the Arafura Sea as part of the Arnhem Land Aboriginal Land Trust.,,,Y,-11.151,132.579,1180.0,45 065 336 873,,WEST ARNHEM REGIONAL COUNCIL,N,1180.0,WEST ARNHEM REGIONAL COUNCIL,info@westarnhem.nt.gov.au,https://www.westarnhem.nt.gov.au,,6512.0,(08) 8970 3501,,info@westarnhem.nt.gov.au,https://www.westarnhem.nt.gov.au,"Lot 118, Minjilang (Po Box) NT 0822"
121,375,MINJILANG,CROKER ISLAND,Major,Iwaidja,Not recorded,WEST ARNHEM,BARRAH,NORTHERN LAND COUNCIL,ARAFURA,290,Minjilang is located on Crooker Island north east of Darwin in the Arafura Sea as part of the Arnhem Land Aboriginal Land Trust.,,,Y,-11.151,132.579,1180.0,45 065 336 873,,WEST ARNHEM REGIONAL COUNCIL,N,1180.0,WEST ARNHEM REGIONAL COUNCIL,info@westarnhem.nt.gov.au,https://www.westarnhem.nt.gov.au,WARC - THE QUARTERS,7048.0,(08) 8970 3501,,info@westarnhem.nt.gov.au,https://www.westarnhem.nt.gov.au,", Minjilang (Po Box) NT 0822"
122,375,MINJILANG,CROKER ISLAND,Major,Iwaidja,Not recorded,WEST ARNHEM,BARRAH,NORTHERN LAND COUNCIL,ARAFURA,290,Minjilang is located on Crooker Island north east of Darwin in the Arafura Sea as part of the Arnhem Land Aboriginal Land Trust.,,,Y,-11.151,132.579,1180.0,45 065 336 873,,WEST ARNHEM REGIONAL COUNCIL,N,1180.0,WEST ARNHEM REGIONAL COUNCIL,info@westarnhem.nt.gov.au,https://www.westarnhem.nt.gov.au,WARC - ACCOMMODATION LOT 100,7049.0,(08) 8970 3501,,info@westarnhem.nt.gov.au,https://www.westarnhem.nt.gov.au,"Lot 100, Minjilang (Po Box) NT 0822"
123,375,MINJILANG,CROKER ISLAND,Major,Iwaidja,Not recorded,WEST ARNHEM,BARRAH,NORTHERN LAND COUNCIL,ARAFURA,290,Minjilang is located on Crooker Island north east of Darwin in the Arafura Sea as part of the Arnhem Land Aboriginal Land Trust.,,,Y,-11.151,132.579,3828.0,24 151 412 789,,WTD CONSTRUCTIONS PTY LTD,N,11143.0,WTD CONSTRUCTIONS PTY LTD,,,,7958.0,,,,,"To be added, Minjilang (Po Box) NT 0822"
124,429,WARRUWI,GOULBURN ISLAND,Major,Maung,Not recorded,WEST ARNHEM,BARRAH,NORTHERN LAND COUNCIL,ARAFURA,457,"Warruwi is north east of Darwin on the eastern side of South Goulburn island, which is in the Arafura Sea. Warruwi is part of the Arnhem Land Aboriginal Land Trust.",,,Y,-11.649,133.389,1286.0,50 105 269 636,,INDIGENOUS ESSENTIAL SERVICES PTY LTD,N,1286.0,INDIGENOUS ESSENTIAL SERVICES PTY LTD,,https://www.powerwater.com.au/,POWER AND WATER CORPORATION,7952.0,1800 245 092,,customerservice@powerwater.com.au,https://www.powerwater.com.au,"LOT 96, Warruwi NT ----"
125,429,WARRUWI,GOULBURN ISLAND,Major,Maung,Not recorded,WEST ARNHEM,BARRAH,NORTHERN LAND COUNCIL,ARAFURA,457,"Warruwi is north east of Darwin on the eastern side of South Goulburn island, which is in the Arafura Sea. Warruwi is part of the Arnhem Land Aboriginal Land Trust.",,,Y,-11.649,133.389,3497.0,30 429 895 164,,NATIONAL INDIGENOUS AUSTRALIANS AGENCY,N,7400.0,NATIONAL INDIGENOUS AUSTRALIANS AGENCY,,https://www.niaa.gov.au,NIAA (SERVICED FROM GUNBALANYA),8556.0,(08) 8968 8484,,anne.enchong@official.niaa.gov.au,https://www.niaa.gov.au/,"LOT 622C, Gunbalanya NT ----"
126,429,WARRUWI,GOULBURN ISLAND,Major,Maung,Not recorded,WEST ARNHEM,BARRAH,NORTHERN LAND COUNCIL,ARAFURA,457,"Warruwi is north east of Darwin on the eastern side of South Goulburn island, which is in the Arafura Sea. Warruwi is part of the Arnhem Land Aboriginal Land Trust.",,,Y,-11.649,133.389,2002.0,84 085 734 992,,NORTHERN TERRITORY OF AUSTRALIA,N,2005.0,NT DEPARTMENT OF EDUCATION,infocentre.det@nt.gov.au,https://directory.ntschools.net,WARRUWI SCHOOL,6561.0,(08) 8979 0222,(08) 8979 0215,laura.caddy@ntschools.net,https://directory.ntschools.net/#/schools/details/warrusch,"Lot 149, Warruwi NT ----"
127,429,WARRUWI,GOULBURN ISLAND,Major,Maung,Not recorded,WEST ARNHEM,BARRAH,NORTHERN LAND COUNCIL,ARAFURA,457,"Warruwi is north east of Darwin on the eastern side of South Goulburn island, which is in the Arafura Sea. Warruwi is part of the Arnhem Land Aboriginal Land Trust.",,,Y,-11.649,133.389,1339.0,52 755 439 387,7137,THE ARNHEM LAND PROGRESS ABORIGINAL CORPORATION ,Y,1339.0,THE ARNHEM LAND PROGRESS ABORIGINAL CORPORATION ,,https://alpa.asn.au,AJURUMU STORE ,6558.0,(08) 8979 0233,,,https://alpa.asn.au,"Lot 174, Warruwi NT ----"
128,429,WARRUWI,GOULBURN ISLAND,Major,Maung,Not recorded,WEST ARNHEM,BARRAH,NORTHERN LAND COUNCIL,ARAFURA,457,"Warruwi is north east of Darwin on the eastern side of South Goulburn island, which is in the Arafura Sea. Warruwi is part of the Arnhem Land Aboriginal Land Trust.",,,Y,-11.649,133.389,2436.0,67 234 261 446,,TOP END HEALTH SERVICE,N,6200.0,TOP END HEALTH SERVICE,tehscoocorrespondence.doh@nt.gov.au,https://health.nt.gov.au/health-governance/top-end-health-service,WARRUWI HEALTH CENTRE,6560.0,(08) 8979 0500,,warruwi.clinicmgr@nt.gov.au,https://health.nt.gov.au/health-governance/top-end-health-service,"Lot 50, Warruwi NT ----"
129,429,WARRUWI,GOULBURN ISLAND,Major,Maung,Not recorded,WEST ARNHEM,BARRAH,NORTHERN LAND COUNCIL,ARAFURA,457,"Warruwi is north east of Darwin on the eastern side of South Goulburn island, which is in the Arafura Sea. Warruwi is part of the Arnhem Land Aboriginal Land Trust.",,,Y,-11.649,133.389,1180.0,45 065 336 873,,WEST ARNHEM REGIONAL COUNCIL,N,1180.0,WEST ARNHEM REGIONAL COUNCIL,info@westarnhem.nt.gov.au,https://www.westarnhem.nt.gov.au,WARC - ACCOMMODATION LOT 93,7052.0,(08) 8970 3601,,info@westarnhem.nt.gov.au,https://www.westarnhem.nt.gov.au,"Lot 93, Warruwi NT ----"
130,429,WARRUWI,GOULBURN ISLAND,Major,Maung,Not recorded,WEST ARNHEM,BARRAH,NORTHERN LAND COUNCIL,ARAFURA,457,"Warruwi is north east of Darwin on the eastern side of South Goulburn island, which is in the Arafura Sea. Warruwi is part of the Arnhem Land Aboriginal Land Trust.",,,Y,-11.649,133.389,1180.0,45 065 336 873,,WEST ARNHEM REGIONAL COUNCIL,N,1180.0,WEST ARNHEM REGIONAL COUNCIL,info@westarnhem.nt.gov.au,https://www.westarnhem.nt.gov.au,WARC - ACCOMMODATION LOT 9,7053.0,(08) 8970 3601,,info@westarnhem.nt.gov.au,https://www.westarnhem.nt.gov.au,"Lot 9, Warruwi NT ----"
131,429,WARRUWI,GOULBURN ISLAND,Major,Maung,Not recorded,WEST ARNHEM,BARRAH,NORTHERN LAND COUNCIL,ARAFURA,457,"Warruwi is north east of Darwin on the eastern side of South Goulburn island, which is in the Arafura Sea. Warruwi is part of the Arnhem Land Aboriginal Land Trust.",,,Y,-11.649,133.389,1180.0,45 065 336 873,,WEST ARNHEM REGIONAL COUNCIL,N,1180.0,WEST ARNHEM REGIONAL COUNCIL,info@westarnhem.nt.gov.au,https://www.westarnhem.nt.gov.au,,6559.0,(08) 8970 3601,,info@westarnhem.nt.gov.au,https://www.westarnhem.nt.gov.au,"Lot 53, Warruwi NT ----"
